sourcedb	sourcedb_version	method	labnr	c14age	c14std	c13val	site	sitetype	feature	period	culture	material	species	region	country	lat	lon	shortref	source_label	mat_group	species_group	dna_status
c-turkey		AMS	AA114599	2476	26		Ziyaret Tepe	settlement	Locus: G-224	Late Assyrian	Late Assyrian	seeds	Hordeum vulgare	Diyarbakır	Turkey	37.79037048	40.55258809	Proctor et al., 2024	C-Turkey (Current Study)	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
c-turkey		AMS	AA114598	2462	26		Ziyaret Tepe	settlement	Locus: G-495	Late Assyrian	Late Assyrian	seeds	Hordeum vulgare	Diyarbakır	Turkey	37.79037048	40.55258809	Proctor et al., 2024	C-Turkey (Current Study)	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
c-turkey		AMS	AA114596	1854	26		Ziyaret Tepe	settlement	Locus: A-804	Parthian	Parthian	seeds	Hordeum vulgare	Diyarbakır	Turkey	37.79037048	40.55258809	Proctor et al., 2024	C-Turkey (Current Study)	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
c-turkey		AMS	AA114798	1508	33		Ziyaret Tepe	settlement	Locus: L-348	Medieval	Medieval	seeds	Hordeum vulgare	Diyarbakır	Turkey	37.79037048	40.55258809	Proctor et al., 2024	C-Turkey (Current Study)	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
c-turkey		AMS	AA114595	426	25		Ziyaret Tepe	settlement	Locus: L-254	Medieval	Medieval	seeds	Hordeum vulgare	Diyarbakır	Turkey	37.79037048	40.55258809	Proctor et al., 2024	C-Turkey (Current Study)	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		Beta-305368	3580	30		Acemhöyük	settlement	AC2009, DB48-49, IV level	Assyrian Colony Period		bone (collagen)	animal	Aksaray	Turkey	38.4112	33.8357	Arbuckle 2013	Global Repositories	Bone/Teeth (Human/Animal)	Animal	Chronometric Only
present datasets	25.04.2025		Beta-305369	3650	30		Acemhöyük	settlement	AC2010, DB48, IV level	Assyrian Colony Period		bone (collagen)	animal	Aksaray	Turkey	38.4112	33.8357	Arbuckle 2013	Global Repositories	Bone/Teeth (Human/Animal)	Animal	Chronometric Only
present datasets	25.04.2025		Beta-305370	3650	30		Acemhöyük	settlement	AC2010, DB48cc, IV level	Assyrian Colony Period		bone (collagen)	animal	Aksaray	Turkey	38.4112	33.8357	Arbuckle 2013	Global Repositories	Bone/Teeth (Human/Animal)	Animal	Chronometric Only
present datasets	25.04.2025		Beta-305371	3560	30		Acemhöyük	settlement	AC2010, DB48, IV-V level	Assyrian Colony Period		bone (collagen)	animal	Aksaray	Turkey	38.4112	33.8357	Arbuckle 2013	Global Repositories	Bone/Teeth (Human/Animal)	Animal	Chronometric Only
present datasets	25.04.2025		P-1555	3611	49		Acemhöyük	settlement	large palace		Bronze Age	charred material		Aksaray	Turkey	38.4112	33.8357	Lawn 1971	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		P-1595	3391	58		Acemhöyük	settlement	from jar on floor of magazine in large burnt palace		Bronze Age	seeds	Malus	Aksaray	Turkey	38.4112	33.8357	Lawn 1971	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		P-2041	3500	50		Acemhöyük	settlement	storage building contemporary with palace		Bronze Age	charcoal		Aksaray	Turkey	38.4112	33.8357	Lawn 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138548	8750	40		Akarçay Tepe	settlement	phase V	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; CalPal	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138582	7470	80		Akarçay Tepe	settlement	Phase II; Square 20M, feature 21	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; Özbasaran and Duru 2011; CalPal; Flohr et al. 2016; TAY Project	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138583	8390	110		Akarçay Tepe	settlement	late middle PPNB;phase IV; Square 20P, feature 24	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; Özbasaran and Duru 2011; CalPal; Flohr et al. 2016	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138584	8750	40		Akarçay Tepe	settlement	Phase V; Square 27 U, feature C.2	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; Özbasaran and Duru 2011; CalPal; Flohr et al. 2016; TAY Project	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138585	7280	50		Akarçay Tepe	settlement	Phase I; Square 19K, feature 9	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; Özbasaran and Duru 2011; CalPal; Flohr et al. 2016; TAY Project	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-138586	7970	120		Akarçay Tepe	settlement	Phase III; Square 20N, feature 6	PPNB	Neolithic	charcoal		Urfa	Turkey	36.9191	38.0257	Arimura et al. 2000; Özbasaran and Duru 2011; CalPal; Flohr et al. 2016; TAY Project	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		Beta-173036	8260	40		Akarçay Tepe	settlement	Phase IV-VI; Square 27X, feature 42	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbaşaran 2011; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174035	8560	40		Akarçay Tepe	settlement	Phase VI; Square 27Y, feature 65	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174036	8260	40		Akarçay Tepe	settlement	Square 27X; feature 42	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Benz 2014	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174037	8310	130		Akarçay Tepe	settlement	Phase IV-VI; Square 20P, feature 66	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174038	7930	40		Akarçay Tepe	settlement	Phase IV-VI; Square 28U, feature 18	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174039	7860	40		Akarçay Tepe	settlement	Phase III; Square 210, feature 42	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174040	7690	50		Akarçay Tepe	settlement	Phase I/II; Square 19F, feature 32	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		Beta-174041	8300	40		Akarçay Tepe	settlement	Phase IV-VI; Square 25U, feature 29	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31913	8283	41		Akarçay Tepe	settlement	Square 27U; feature 118	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014;Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31914	8205	35		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 108	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31915	8293	39		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 90	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31916	8021	33		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 106	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31917	8132	40		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 120	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31918	8246	39		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 113	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31919	8181	45		Akarçay Tepe	settlement	Phase IV-VI; Square 27U,feature 108	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31920	8121	52		Akarçay Tepe	settlement	Phase IV-VI; Square 27U, feature 108	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31921	8146	36		Akarçay Tepe	settlement	Phase IV-VI; Square 27V, feature 40	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31922	8365	40		Akarçay Tepe	settlement	Phase IV-VI; Square 27X, feature 123	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31923	8309	49		Akarçay Tepe	settlement	Phase IV-VI; Square 27X, feature 115	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31924	8290	50		Akarçay Tepe	settlement	Phase IV-VI; Square 27X, feature 116	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31925	7979	42		Akarçay Tepe	settlement	Phase IV-VI; Square 27T, feature 43	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		KIA-31926	8199	34		Akarçay Tepe	settlement	Phase III; Square 29T, feature 64	PPNB	Neolithic			Urfa	Turkey	36.9191	38.0257	Özbasaran and Duru 2011; Benz 2014; CalPal; Flohr et al. 2016	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025		OxA-20596	7444	37	-19.05	Aktopraklık	settlement	Sk: individual 89D-4.4-06 DNA id:			bone	human	Bursa	Turkey	40.1718	28.7277	Karul and Avci 2011; Brami 2014; Brami and Zanotti 2015; CalPal; Reingruber and Thissen 2016; Flohr et al. 2016	Global Repositories	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
present datasets	25.04.2025		OxA-20597	6800	36	-19.32	Aktopraklık	settlement	Sk: individual88E-12.1-07 DNA id:			bone	human	Bursa	Turkey	40.1718	28.7277	Karul and Avci 2011; Brami 2014; Brami and Zanotti 2015; CalPal; Reingruber and Thissen 2016; Flohr et al. 2016	Global Repositories	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
present datasets	25.04.2025		Unknown-Alaca	4227	121		Alacahöyük	settlement	Tomb L			wood		Çorum	Turkey	40.2341	34.6956	Yalçın & Yalçın, 2013	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		ETH-39352	3905	45		Alacahöyük	settlement	Grave A1			charcoal		Çorum	Turkey	40.2341	34.6956	Yalçin 2011	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		ETH-39353	4160	35		Alacahöyük	settlement	Grave S			charcoal		Çorum	Turkey	40.2341	34.6956	Yalçin 2011	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		ETH-39355	3950	45		Alacahöyük	settlement	Grave A			charcoal		Çorum	Turkey	40.2341	34.6956	Yalçin 2011	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1434	4285	62		Alacahöyük	settlement	Level 11/12			charcoal		Çorum	Turkey	40.2341	34.6956	Stuckenrath & Lawn 1969	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-824	3744	61		Alacahöyük	settlement	Building Level 4		Early Hittite	textile (charred)		Çorum	Turkey	40.2341	34.6956	Stuckenrath & Ralph 1965	Global Repositories	Anthropic/Residues	Organic Residue/Artifact	Chronometric Only
present datasets	25.04.2025		P-825	4540	56		Alacahöyük	settlement	Building Level 5		Early Bronze Age III	grain	Cerealia	Çorum	Turkey	40.2341	34.6956	Stuckenrath & Ralph 1965	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		P-826	4200	58		Alacahöyük	settlement	Building Level 5		Early Bronze Age III	grain	Cerealia	Çorum	Turkey	40.2341	34.6956	Stuckenrath & Ralph 1965	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		OxA-2233	4910	70	-21	Alanya Cave	cave	Calotte, 155-2-73, travertine deposit		Late Chalcolithic	bone	human	Antalya	Turkey	36.5509	31.9977	Hedges et al. 1991; Hinz et al. 2012: http://radon.ufg.uni-kiel.de/samples/11240; CalPal	Global Repositories	Bone/Teeth (Human/Animal)	Human	Chronometric Only
present datasets	25.04.2025		Hacettepe-5	2530	50		Altıntepe	settlement	Adilcevaz Palace			wood		Erzincan	Turkey	39.696389	39.646667	Ergin et al. 1980	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1644	3440	70		Aphrodisias-Pekmez	settlement	MBA Trench 7, Unit 580, Complex A-I			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1645	3340	60		Aphrodisias-Pekmez	settlement	MBA Trench 5, Unit 465, Complex B			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1646	3414	69		Aphrodisias-Pekmez	settlement	MBA Trench 5, Unit 487, Complex C			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1647	3673	73		Aphrodisias-Pekmez	settlement	MBA Trench 5, Unit 494, Complex C			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1648	3540	60		Aphrodisias-Pekmez	settlement	EBA Trench 3, Stratum 7A, Complex II			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1649	3560	60		Aphrodisias-Pekmez	settlement	EBA Trench 3, Unit 224, Complex II			seeds		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		P-1650	3715	59		Aphrodisias-Pekmez	settlement	EBA Trench 3, Unit 227, Complex II			seeds		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025		P-1651	3858	64		Aphrodisias-Pekmez	settlement	BA4, Trench 3, Unit 221, Complex II			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1652	3987	61		Aphrodisias-Pekmez	settlement	BA3-4, Trench 4, Unit 343, Complex II			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1653	3624	55		Aphrodisias-Pekmez	settlement	BA3-4, Trench 3, Unit 267, Complex IV			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1654	3943	86		Aphrodisias-Pekmez	settlement	BA3-4, Trench 4, Unit 348, Complex IV			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1655	2249	59		Aphrodisias-Pekmez	settlement	Pekmez Trench, Level 7, Trench 2			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1656	3590	80		Aphrodisias-Pekmez	settlement	MBA Trench 7, Unit 580, Complex A-I			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn 1971	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1774	3800	60		Aphrodisias-Pekmez	settlement	EBA Trench 3, Unit 228, Complex II, Rm 2, Structure A			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn, 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-1775	3800	50		Aphrodisias-Pekmez	settlement	EBA Trench 3, Unit 228, Complex II, Rm 2, Structure A			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn, 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-2029	5450	80		Aphrodisias-Pekmez	settlement	Pekmez Mound, Trench 2, Test Trench B, Unit 1589d, NaOH pretreatment			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn, 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-2030	4860	80		Aphrodisias-Pekmez	settlement	Pekmez Mound, Trench 2, Test Trench B, Unit 1589d, no NaOH pretreatment			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn, 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025		P-2031	5280	70		Aphrodisias-Pekmez	settlement	Pekmez Mound, Trench 2, Test Trench B, Unit 1599a and b			charcoal		Aydın	Turkey	37.7083	28.7236	Lawn, 1975	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	D-DSH7173	5801	21		Arslantepe	settlement	A1293			charcoal	Juniperus	Malatya	Turkey	38.381	38.3607	Vignola et al. 2019	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	D05/17-DSH7979	4382	28		Arslantepe	settlement	A170			grain (charred)	Triticum dicoccum	Malatya	Turkey	38.381	38.3607	Vignola et al. 2019	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025	AMS	D28/15-DSH7015	4559	21		Arslantepe	settlement	VI B1, M223, 550/12			charcoal	Quercus	Malatya	Turkey	38.381	38.3607	Palumbi et al. 2017	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	D28/15-DSH7017	4552	21		Arslantepe	settlement	VI B1, A1336, 334/12			charcoal	Quercus	Malatya	Turkey	38.381	38.3607	Palumbi et al. 2017	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	D28/15-DSH7047	4600	33		Arslantepe	settlement	VI B1, A1369, 703/12			fruitstone	Sorbus	Malatya	Turkey	38.381	38.3607	Palumbi et al. 2017	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025	AMS	DSH-6455	4541	39		Arslantepe	settlement						Malatya	Turkey	38.381	38.3607	Vignola et al. 2017	Global Repositories	Indeterminate/Other	Indeterminate	Chronometric Only
present datasets	25.04.2025	AMS	DSH-6456	4584	49		Arslantepe	settlement	A1358			grain (charred)	Triticum dicoccum	Malatya	Turkey	38.381	38.3607	Vignola et al. 2017	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025	AMS	DSH-6515	4546	30		Arslantepe	settlement	A932			grain (charred)	Triticum	Malatya	Turkey	38.381	38.3607	Vignola et al. 2017	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
present datasets	25.04.2025	AMS	DSH9100_CH	3046	16		Arslantepe	settlement	G3(7) 14 h	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9101_CH	2970	16		Arslantepe	settlement	G3(7) 14 h	Iron Age		charcoal	Fraxinus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9102_CH	3003	17		Arslantepe	settlement	G3(14) A1426 E1	Iron Age		charcoal	Ulmus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9103_CH	2938	24		Arslantepe	settlement	G3(11) 9	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9104_CH	2942	18		Arslantepe	settlement	F4(4) 8 a α	Iron Age		charcoal	Populus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9105_CH	3021	19		Arslantepe	settlement	G3(10–11) 14 i	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9106_CH	3025	16		Arslantepe	settlement	G3(10–11) 14 f	Iron Age		charcoal	Rosaceae	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9107_CH	2891	19		Arslantepe	settlement	F3(16) K1859 2 d	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9110_CH	2981	16		Arslantepe	settlement	G3(14) 15 b	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9191_CH	3015	23		Arslantepe	settlement	G3(13) M159r	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9193_CH	2981	20		Arslantepe	settlement	F3(16) 11 b	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9194_CH	3010	27		Arslantepe	settlement	G3(7) 14 i	Iron Age		charcoal	Ulmus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9222_CH	2879	19		Arslantepe	settlement	F4(4) 8 a α	Iron Age		charcoal	Populus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	DSH9503_CH	3012	16		Arslantepe	settlement	G3(10–14) 15 b	Iron Age		charcoal	Populus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	LTL-14917A	2774	40		Arslantepe	settlement	G3(14) K1574 1 d	Iron Age		charcoal	Populus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	LTL-14918A	2746	40		Arslantepe	settlement	G3(14) K1574 1 b α	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	LTL-14919A	2950	45		Arslantepe	settlement	G3(11) 9 b	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	LTL-14920A	2927	45		Arslantepe	settlement	G3(11)(11–12) 9 b	Iron Age		charcoal	Deciduous Quercus	Malatya	Turkey	38.381	38.3607	Manuelli et al. 2021	Global Repositories	Woody Plants (Charcoal)	Tree/Shrub	Chronometric Only
present datasets	25.04.2025	AMS	LTL-16295A	4428	45		Arslantepe	settlement	VI B1, A1369, 703/12			plant remains (charred)	wild fruit	Malatya	Turkey	38.381	38.3607	Palumbi et al. 2017	Global Repositories	Short-lived Plants	Cereal/Pulse/Seed	Chronometric Only
